elapsed_ms,cpu_pct,workers_active,queue_io,queue_cpu,queue_total
26570,95,7,140,21,161
26580,95,7,140,21,161
26590,95,7,140,21,161
26600,95,7,140,21,161
26611,95,7,140,21,161
26621,95,7,140,21,161
26631,95,7,140,21,161
26641,95,7,140,21,161
26651,95,7,140,21,161
26662,95,7,140,21,161
26672,95,7,140,21,161
26682,95,7,140,21,161
26692,95,7,140,21,161
26702,95,7,140,21,161
26716,95,7,140,21,161
26727,95,7,140,20,160
26737,95,7,140,20,160
26747,95,7,140,20,160
26757,95,7,140,20,160
26767,95,7,134,20,154
26777,95,7,134,20,154
26787,95,7,134,20,154
26798,95,7,134,20,154
26808,95,7,134,20,154
26818,95,7,134,20,154
26828,95,7,134,20,154
26838,95,7,134,20,154
26848,95,7,134,20,154
26859,95,7,134,20,154
26869,95,7,134,20,154
26879,95,7,134,20,154
26889,95,7,134,20,154
26899,95,7,134,20,154
26909,95,7,134,20,154
26920,95,7,134,19,153
26930,95,7,134,19,153
26940,95,7,134,19,153
26950,95,7,134,19,153
26960,95,7,134,19,153
26970,95,7,128,19,147
26981,95,7,128,19,147
26991,95,7,128,19,147
27001,95,7,128,19,147
27011,95,7,128,19,147
27021,95,7,128,19,147
27031,95,7,128,19,147
27042,95,7,128,19,147
27052,95,7,128,19,147
27062,95,7,128,19,147
27072,95,7,128,19,147
27082,95,7,128,19,147
27093,95,7,128,19,147
27103,95,7,128,19,147
27113,95,7,128,19,147
27123,95,7,128,18,146
27133,95,7,128,18,146
27143,95,7,128,18,146
27153,95,7,128,18,146
27164,95,7,128,18,146
27174,95,7,122,18,140
27184,95,7,122,18,140
27194,95,7,122,18,140
27204,95,7,122,18,140
27215,95,7,122,18,140
27225,95,7,122,18,140
27235,95,7,122,18,140
27245,95,7,122,18,140
27255,95,7,122,18,140
27266,95,7,122,18,140
27276,95,7,122,18,140
27286,95,7,122,18,140
27297,95,7,122,18,140
27307,95,7,122,18,140
27317,95,7,122,17,139
27327,95,7,122,17,139
27337,95,7,122,17,139
27348,95,7,122,17,139
27358,95,7,122,17,139
27368,95,7,116,17,133
27378,95,7,116,17,133
27388,95,7,116,17,133
27398,95,7,116,17,133
27408,95,7,116,17,133
27419,95,7,116,17,133
27429,95,7,116,17,133
27439,95,7,116,17,133
27449,95,7,116,17,133
27459,95,7,116,17,133
27469,95,7,116,17,133
27480,95,7,116,17,133
27490,95,7,116,17,133
27500,95,7,116,17,133
27510,95,7,116,17,133
27520,95,7,116,16,132
27533,95,7,116,16,132
27543,95,7,116,16,132
27553,95,7,116,16,132
27565,55,3,116,16,132
27576,95,7,110,16,126
27586,95,7,110,16,126
27597,95,7,110,16,126
27607,95,7,110,16,126
27617,95,7,110,16,126
27627,95,7,110,16,126
27637,95,7,110,16,126
27648,95,7,110,16,126
27658,95,7,110,16,126
27668,95,7,110,16,126
27678,95,7,110,16,126
27688,95,7,110,16,126
27698,95,7,110,16,126
27709,95,7,110,16,126
27719,95,7,110,15,125
27729,95,7,110,15,125
27739,95,7,110,15,125
27749,95,7,110,15,125
27759,95,7,110,15,125
27770,95,7,104,15,119
27780,95,7,104,15,119
27790,95,7,104,15,119
27800,95,7,104,15,119
27810,95,7,104,15,119
27820,95,7,104,15,119
27831,95,7,104,15,119
27841,95,7,104,15,119
27851,95,7,104,15,119
27861,95,7,104,15,119
27871,95,7,104,15,119
27881,95,7,104,15,119
27892,95,7,104,15,119
27902,95,7,104,15,119
27912,95,7,104,15,119
27922,95,7,104,14,118
27932,95,7,104,14,118
27942,95,7,104,14,118
27952,95,7,104,14,118
27963,95,7,104,14,118
27973,95,7,98,14,112
27983,95,7,98,14,112
27993,95,7,98,14,112
28003,95,7,98,14,112
28014,95,7,98,14,112
28024,95,7,98,14,112
28034,95,7,98,14,112
28044,95,7,98,14,112
28054,95,7,98,14,112
28065,95,7,98,14,112
28075,95,7,98,14,112
28085,95,7,98,14,112
28095,95,7,98,14,112
28105,95,7,98,14,112
28116,95,7,98,14,112
28126,95,7,98,13,111
28136,95,7,98,13,111
28146,95,7,98,13,111
28156,95,7,98,13,111
28166,95,7,98,13,111
28177,95,7,92,13,105
28187,95,7,92,13,105
28197,95,7,92,13,105
28207,95,7,92,13,105
28217,95,7,92,13,105
28228,95,7,92,13,105
28238,95,7,92,13,105
28248,95,7,92,13,105
28258,95,7,92,13,105
28268,95,7,92,13,105
28279,95,7,92,13,105
28289,95,7,92,13,105
28299,95,7,92,13,105
28309,95,7,92,13,105
28319,95,7,92,12,104
28330,95,7,92,12,104
28340,95,7,92,12,104
28350,95,7,92,12,104
28360,95,7,92,12,104
28370,95,7,86,12,98
28380,95,7,86,12,98
28391,95,7,86,12,98
28401,95,7,86,12,98
28411,95,7,86,12,98
28422,95,7,86,12,98
28432,95,7,86,12,98
28442,95,7,86,12,98
28452,95,7,86,12,98
28462,95,7,86,12,98
28473,95,7,86,12,98
28483,95,7,86,12,98
28493,95,7,86,12,98
28503,95,7,86,12,98
28513,95,7,86,12,98
28523,95,7,86,11,97
28534,95,7,86,11,97
28544,95,7,86,11,97
28554,95,7,86,11,97
28564,95,7,86,11,97
28574,95,7,80,11,91
28584,95,7,80,11,91
28595,95,7,80,11,91
28605,95,7,80,11,91
28615,95,7,80,11,91
28625,95,7,80,11,91
28635,95,7,80,11,91
28645,95,7,80,11,91
28656,95,7,80,11,91
28666,95,7,80,11,91
28676,95,7,80,11,91
28686,95,7,80,11,91
28696,95,7,80,11,91
28706,95,7,80,11,91
28717,95,7,80,11,91
28727,95,7,80,10,90
28737,95,7,80,10,90
28748,95,7,80,10,90
28758,95,7,80,10,90
28768,85,6,75,10,85
28779,95,7,74,10,84
28789,95,7,74,10,84
28799,95,7,74,10,84
28809,95,7,74,10,84
28819,95,7,74,10,84
28829,95,7,74,10,84
28840,95,7,74,10,84
28850,95,7,74,10,84
28860,95,7,74,10,84
28870,95,7,74,10,84
28880,95,7,74,10,84
28890,95,7,74,10,84
28900,95,7,74,10,84
28911,95,7,74,10,84
28921,95,7,74,9,83
28931,95,7,74,9,83
28941,95,7,74,9,83
28952,95,7,74,9,83
28962,95,7,74,9,83
28972,95,7,68,9,77
28982,95,7,68,9,77
28993,95,7,68,9,77
29003,95,7,68,9,77
29013,95,7,68,9,77
29023,95,7,68,9,77
29033,95,7,68,9,77
29043,95,7,68,9,77
29054,95,7,68,9,77
29064,95,7,68,9,77
29074,95,7,68,9,77
29084,95,7,68,9,77
29094,95,7,68,9,77
29104,95,7,68,9,77
29115,95,7,68,9,77
29125,95,7,68,8,76
29135,95,7,68,8,76
29145,95,7,68,8,76
29155,95,7,68,8,76
29166,95,7,68,8,76
29176,95,7,62,8,70
29186,95,7,62,8,70
29196,95,7,62,8,70
29206,95,7,62,8,70
29216,95,7,62,8,70
29227,95,7,62,8,70
29237,95,7,62,8,70
29247,95,7,62,8,70
29257,95,7,62,8,70
29267,95,7,62,8,70
29278,95,7,62,8,70
29288,95,7,62,8,70
29298,95,7,62,8,70
29308,95,7,62,8,70
29318,95,7,62,8,70
29329,95,7,62,7,69
29339,95,7,62,7,69
29349,95,7,62,7,69
29359,95,7,62,7,69
29369,95,7,56,7,63
29379,95,7,56,7,63
29390,95,7,56,7,63
29400,95,7,56,7,63
29410,95,7,56,7,63
29420,95,7,56,7,63
29430,95,7,56,7,63
29440,95,7,56,7,63
29451,95,7,56,7,63
29461,95,7,56,7,63
29471,95,7,56,7,63
29481,95,7,56,7,63
29491,95,7,56,7,63
29502,95,7,56,7,63
29512,95,7,56,7,63
29522,95,7,56,6,62
29532,95,7,56,6,62
29542,95,7,56,6,62
29552,95,7,56,6,62
29563,95,7,56,6,62
29573,95,7,50,6,56
29583,95,7,50,6,56
29593,95,7,50,6,56
29603,95,7,50,6,56
29613,95,7,50,6,56
29624,95,7,50,6,56
29634,95,7,50,6,56
29644,95,7,50,6,56
29654,95,7,50,6,56
29664,95,7,50,6,56
29674,95,7,50,6,56
29684,95,7,50,6,56
29695,95,7,50,6,56
29705,95,7,50,6,56
29715,95,7,50,6,56
29725,95,7,50,5,55
29735,95,7,50,5,55
29745,95,7,50,5,55
29756,95,7,50,5,55
29766,95,7,50,5,55
29776,95,7,44,5,49
29786,95,7,44,5,49
29796,95,7,44,5,49
29806,95,7,44,5,49
29817,95,7,44,5,49
29827,95,7,44,5,49
29837,95,7,44,5,49
29847,95,7,44,5,49
29857,95,7,44,5,49
29867,95,7,44,5,49
29878,95,7,44,5,49
29888,95,7,44,5,49
29898,95,7,44,5,49
29908,95,7,44,5,49
29918,95,7,44,5,49
29928,95,7,44,4,48
29939,95,7,44,4,48
29949,95,7,44,4,48
29959,95,7,44,4,48
29969,95,7,39,4,43
29979,95,7,38,4,42
29989,95,7,38,4,42
30000,95,7,38,4,42
30010,95,7,38,4,42
30020,95,7,38,4,42
30030,95,7,38,4,42
30040,95,7,38,4,42
30050,95,7,38,4,42
30060,95,7,38,4,42
30071,95,7,38,4,42
30081,95,7,38,4,42
30091,95,7,38,4,42
30101,95,7,38,4,42
30111,95,7,38,4,42
30121,95,7,38,3,41
30132,95,7,38,3,41
30142,95,7,38,3,41
30152,95,7,38,3,41
30162,95,7,38,3,41
30172,95,7,32,3,35
30183,95,7,32,3,35
30193,95,7,32,3,35
30203,95,7,32,3,35
30213,95,7,32,3,35
30223,95,7,32,3,35
30233,95,7,32,3,35
30244,95,7,32,3,35
30254,95,7,32,3,35
30264,95,7,32,3,35
30274,95,7,32,3,35
30284,95,7,32,3,35
30295,95,7,32,3,35
30305,95,7,32,3,35
30315,95,7,32,3,35
30325,95,7,32,2,34
30335,95,7,32,2,34
30345,95,7,32,2,34
30355,95,7,32,2,34
30366,95,7,32,2,34
30376,95,7,26,2,28
30386,95,7,26,2,28
30396,95,7,26,2,28
30406,95,7,26,2,28
30417,95,7,26,2,28
30427,95,7,26,2,28
30437,95,7,26,2,28
30447,95,7,26,2,28
30457,95,7,26,2,28
30467,95,7,26,2,28
30478,95,7,26,2,28
30488,95,7,26,2,28
30498,95,7,26,2,28
30508,95,7,26,2,28
30518,95,7,26,2,28
30528,95,7,26,1,27
30539,95,7,26,1,27
30549,95,7,26,1,27
30559,95,7,26,1,27
30569,85,6,22,1,23
30579,95,7,20,1,21
30589,95,7,20,1,21
30600,95,7,20,1,21
30610,95,7,20,1,21
30620,95,7,20,1,21
30630,95,7,20,1,21
30640,95,7,20,1,21
30650,95,7,20,1,21
30661,95,7,20,1,21
30671,95,7,20,1,21
30681,95,7,20,1,21
30691,95,7,20,1,21
30701,95,7,20,1,21
30711,95,7,20,1,21
30722,95,7,20,0,20
30732,95,7,20,0,20
30742,95,7,20,0,20
30752,95,7,20,0,20
30763,95,7,20,0,20
30773,95,7,14,0,14
30783,95,7,14,0,14
30793,95,7,14,0,14
30803,95,7,14,0,14
30814,95,7,14,0,14
30824,95,7,14,0,14
30834,95,7,14,0,14
30844,95,7,14,0,14
30854,95,7,14,0,14
30864,95,7,14,0,14
30875,95,7,14,0,14
30885,95,7,14,0,14
30895,95,7,14,0,14
30905,95,7,14,0,14
30915,95,7,14,0,14
30925,80,8,12,0,12
30936,80,8,12,0,12
30946,80,8,12,0,12
30956,80,8,12,0,12
30966,80,8,12,0,12
30976,80,8,6,0,6
30986,80,8,6,0,6
30997,80,8,6,0,6
31007,80,8,6,0,6
31017,80,8,6,0,6
31027,80,8,6,0,6
31037,80,8,6,0,6
31047,80,8,6,0,6
31058,80,8,6,0,6
31068,80,8,6,0,6
31078,80,8,6,0,6
31088,80,8,6,0,6
31098,80,8,6,0,6
31109,80,8,6,0,6
31119,80,8,6,0,6
31129,80,8,4,0,4
31139,80,8,4,0,4
31149,80,8,4,0,4
31160,80,8,4,0,4
31170,70,7,0,0,0
31180,60,6,0,0,0
31190,60,6,0,0,0
31200,60,6,0,0,0
31211,60,6,0,0,0
31221,60,6,0,0,0
31231,60,6,0,0,0
31241,60,6,0,0,0
31251,60,6,0,0,0
31261,60,6,0,0,0
31272,60,6,0,0,0
31282,60,6,0,0,0
31292,60,6,0,0,0
31302,60,6,0,0,0
31312,60,6,0,0,0
31322,40,4,0,0,0
31333,40,4,0,0,0
31343,40,4,0,0,0
31353,40,4,0,0,0
31363,40,4,0,0,0
