elapsed_ms,cpu_pct,workers_active,queue_len
4184,75,5,100
4194,75,5,101
4205,75,5,101
4215,100,5,101
4225,100,5,101
4235,100,5,102
4245,100,5,102
4255,100,5,103
4266,100,5,103
4276,100,5,103
4286,100,5,103
4296,100,5,102
4306,100,5,102
4316,100,5,103
4327,100,5,103
4337,100,5,103
4347,100,5,103
4357,100,5,104
4367,100,5,104
4378,100,5,105
4388,100,5,105
4398,100,5,106
4408,75,5,106
4418,75,5,106
4428,75,5,107
4439,75,5,107
4449,75,5,108
4459,75,5,108
4469,75,5,109
4479,100,5,108
4489,100,5,109
4500,100,5,107
4510,100,5,108
4520,100,5,108
4530,100,5,109
4540,100,5,108
4551,100,5,109
4561,100,5,109
4571,100,5,110
4581,100,5,110
4591,100,5,111
4601,100,5,111
4612,100,5,111
4622,100,5,111
4632,100,5,112
4642,100,5,112
4652,100,5,113
4662,100,5,113
4673,100,5,114
4683,75,5,113
4693,100,5,112
4703,100,5,112
4713,100,5,113
4723,100,5,113
4734,100,5,113
4744,100,5,113
4754,100,5,114
4764,100,5,114
4774,100,5,115
4784,100,5,115
4795,100,5,116
4805,100,5,116
4815,100,5,116
4825,100,5,116
4835,100,5,117
4846,100,5,117
4856,100,5,118
4866,100,5,118
4878,100,5,118
4888,100,5,118
4898,75,5,117
4908,75,5,117
4918,75,5,118
4929,75,5,118
4939,100,5,118
4949,100,5,118
4959,100,5,119
4969,100,5,119
4979,100,5,120
4990,100,5,120
5001,100,5,121
5011,100,5,120
5021,100,5,121
5031,100,5,122
5042,100,5,122
5052,100,5,123
5062,100,5,123
5072,100,5,124
5082,100,5,123
5093,100,5,122
5103,100,5,122
5113,100,5,123
5123,100,5,123
5133,75,5,123
5143,75,5,123
5154,75,5,124
5164,75,5,124
5174,75,5,125
5184,75,5,125
5194,75,5,126
5204,75,5,126
5215,100,5,126
5225,100,5,126
5235,100,5,127
5245,100,5,127
5255,100,5,128
5265,100,5,128
5276,100,5,128
5286,100,5,128
5296,100,5,127
5306,100,5,127
5316,100,5,128
5327,100,5,128
5337,100,5,128
5347,100,5,128
5357,100,5,129
5367,100,5,129
5378,100,5,130
5388,100,5,130
5398,100,5,131
5408,75,5,130
5419,75,5,131
5429,75,5,131
5439,75,5,132
5449,75,5,132
5460,75,5,133
5470,75,5,133
5480,100,5,133
5490,100,5,133
5500,100,5,132
5511,100,5,132
5521,100,5,133
5531,100,5,133
5541,100,5,133
5551,100,5,133
5561,100,5,134
5572,100,5,134
5582,100,5,135
5592,100,5,135
5603,100,5,136
5615,100,5,136
5626,100,5,136
5636,100,5,137
5647,100,5,137
5657,100,5,138
5668,100,5,138
5678,75,5,138
5689,75,5,138
5699,100,5,137
5709,100,5,137
5719,100,5,138
5729,100,5,138
5739,100,5,138
5750,100,5,138
5760,100,5,139
5770,100,5,139
5780,100,5,140
5790,100,5,140
5801,100,5,141
5811,100,5,140
5821,100,5,141
5831,100,5,141
5841,100,5,142
5851,100,5,142
5862,100,5,143
5872,100,5,143
5882,100,5,143
5892,75,5,141
5903,75,5,142
5913,75,5,142
5923,75,5,143
5933,75,5,143
5943,100,5,143
5954,100,5,143
5964,100,5,144
5974,100,5,144
5985,100,5,145
5995,100,5,145
6005,100,5,146
6016,100,5,145
6028,100,5,146
6039,100,5,147
6049,100,5,147
6059,100,5,148
6069,100,5,148
6079,100,5,148
6090,100,5,148
6100,100,5,147
6110,100,5,147
6120,100,5,148
6130,100,5,148
6141,75,5,148
6151,75,5,148
6161,75,5,149
6171,75,5,149
6181,75,5,150
6191,75,5,150
6202,75,5,151
6212,100,5,150
6222,100,5,151
6232,100,5,151
6242,100,5,152
6253,100,5,152
6263,100,5,153
6273,100,5,153
6283,100,5,153
6294,100,5,151
6304,100,5,152
6314,100,5,152
6324,100,5,153
6334,100,5,152
6345,100,5,153
6355,100,5,153
6365,100,5,154
6375,100,5,154
6386,100,5,155
6396,100,5,155
6406,100,5,156
6416,75,5,155
6426,75,5,156
6436,75,5,156
6447,75,5,157
6457,75,5,157
6467,75,5,158
6477,100,5,157
6487,100,5,158
6498,100,5,156
6508,100,5,157
6518,100,5,157
6528,100,5,158
6538,100,5,157
6549,100,5,158
6559,100,5,158
6569,100,5,159
6579,100,5,159
6589,100,5,160
6599,100,5,160
6610,100,5,160
6620,100,5,160
6630,100,5,161
6640,100,5,161
6650,100,5,162
6660,100,5,162
6671,100,5,163
6681,75,5,162
6691,75,5,163
6701,100,5,162
6711,100,5,162
6721,100,5,163
6732,100,5,163
6742,100,5,163
6752,100,5,163
6762,100,5,164
6773,100,5,164
6783,100,5,165
6793,100,5,165
6803,100,5,166
6813,100,5,165
6823,100,5,166
6834,100,5,166
6844,100,5,167
6854,100,5,167
6864,100,5,168
6874,100,5,168
6885,100,5,168
6895,75,5,166
6905,75,5,167
6915,75,5,167
6925,75,5,168
6936,100,5,167
6946,100,5,168
6956,100,5,168
6966,100,5,169
6976,100,5,169
6987,100,5,170
6997,100,5,170
7007,100,5,171
7017,100,5,170
7027,100,5,171
7038,100,5,171
7048,100,5,172
7058,100,5,172
7068,100,5,173
7078,100,5,172
7088,100,5,173
7099,100,5,171
7109,100,5,172
7119,100,5,172
7129,100,5,173
7139,75,5,172
7149,75,5,173
7160,75,5,173
7170,75,5,174
7180,75,5,174
7190,75,5,175
7200,75,5,175
7210,100,5,175
7221,100,5,175
7231,100,5,176
7241,100,5,176
7251,100,5,177
7261,100,5,177
7271,100,5,178
7282,100,5,177
7292,100,5,176
7302,100,5,176
7312,100,5,177
7322,100,5,177
7332,100,5,178
7343,100,5,177
7353,100,5,178
7363,100,5,178
7373,100,5,179
7383,100,5,179
7394,100,5,180
7404,100,5,180
7414,75,5,180
7424,75,5,180
7434,75,5,181
7444,75,5,182
7455,75,5,182
7465,75,5,183
7475,75,5,183
7485,100,5,183
7495,100,5,181
7506,100,5,182
7516,100,5,182
7526,100,5,183
7536,100,5,182
7546,100,5,183
7557,100,5,183
7567,100,5,184
7577,100,5,184
7587,100,5,185
7597,100,5,185
7608,100,5,186
7618,100,5,185
7628,100,5,186
7638,100,5,186
7648,100,5,187
7659,100,5,187
7669,100,5,188
7681,75,5,187
7692,75,5,186
7702,75,5,186
7713,75,5,187
7724,75,5,187
7738,100,5,187
7748,100,5,187
7759,100,5,188
7769,100,5,189
7779,100,5,189
7789,100,5,190
7799,100,5,190
7810,100,5,190
7820,100,5,190
7831,100,5,191
7841,100,5,191
7851,100,5,192
7861,100,5,192
7871,100,5,193
7882,100,5,193
7892,100,5,193
7902,100,5,191
7912,100,5,192
7922,100,5,192
7932,100,5,193
7943,75,5,192
7953,75,5,193
7963,75,5,193
7973,75,5,194
7983,75,5,194
7994,75,5,195
8004,75,5,195
8014,100,5,195
8024,100,5,195
8034,100,5,196
8044,100,5,196
8055,100,5,197
8069,100,5,197
8079,100,5,198
8090,100,5,197
8100,100,5,196
8110,100,5,196
8124,100,5,197
8134,100,5,198
8144,100,5,197
8154,100,5,198
8165,100,5,198
8175,100,5,199
8185,100,5,199
8195,100,5,200
8205,100,5,200
8216,75,5,200
8226,75,5,200
8236,75,5,201
8246,75,5,201
8257,75,5,202
8267,75,5,202
8277,75,5,203
8287,100,5,202
8298,100,5,201
8308,100,5,201
8318,100,5,202
8328,100,5,202
8339,100,5,202
8349,100,5,202
8359,100,5,203
8370,100,5,203
8381,100,5,204
8391,100,5,204
8401,100,5,205
8412,100,5,204
8422,100,5,205
8432,100,5,205
8442,100,5,206
8452,100,5,206
8463,100,5,207
8473,100,5,207
8483,75,5,207
8493,100,5,205
8503,100,5,206
8513,100,5,206
8523,100,5,207
8534,100,5,207
8544,100,5,207
8554,100,5,207
8564,100,5,208
8574,100,5,208
8585,100,5,209
8595,100,5,210
8605,100,5,210
8615,100,5,210
8625,100,5,210
8636,100,5,211
8646,100,5,211
8656,100,5,212
8666,100,5,212
8676,100,5,213
8686,100,5,212
8697,75,5,211
8707,75,5,211
8717,75,5,212
8727,75,5,212
8737,100,5,212
8747,100,5,212
8757,100,5,213
8768,100,5,213
8778,100,5,214
8788,100,5,214
8798,100,5,215
8808,100,5,215
8818,100,5,215
8828,100,5,215
8839,100,5,216
8849,100,5,216
8859,100,5,217
8869,100,5,217
8879,100,5,218
8890,100,5,217
8900,100,5,216
8910,100,5,216
8920,100,5,217
8930,100,5,217
8940,75,5,217
8951,75,5,217
8961,75,5,218
8971,75,5,218
8981,75,5,219
8992,75,5,219
9002,75,5,220
9012,100,5,219
9022,100,5,220
9032,100,5,220
9042,100,5,221
9053,100,5,221
9063,100,5,222
9073,100,5,222
9083,100,5,223
9093,100,5,220
9103,100,5,221
9114,100,5,221
9124,100,5,222
9134,100,5,222
9144,100,5,222
9154,100,5,222
9164,100,5,223
9175,100,5,223
9185,100,5,224
9195,100,5,224
9205,100,5,225
9215,75,5,224
9225,75,5,225
9236,75,5,225
9246,75,5,226
9256,75,5,226
9266,75,5,227
9276,75,5,227
9286,100,5,227
9296,100,5,225
9307,100,5,226
9317,100,5,226
9327,100,5,227
9337,100,5,226
9347,100,5,227
9357,100,5,227
9368,100,5,228
9378,100,5,228
9388,100,5,229
9398,100,5,230
9408,100,5,230
9419,100,5,230
9429,100,5,230
9439,100,5,231
9449,100,5,231
9459,100,5,232
9470,100,5,232
9480,100,5,233
9490,75,5,232
9500,100,5,231
9510,100,5,231
9521,100,5,232
9531,100,5,232
9541,100,5,232
9551,100,5,232
9561,100,5,233
9571,100,5,233
9582,100,5,234
9592,100,5,234
9602,100,5,235
9612,100,5,235
9622,100,5,235
9632,100,5,235
9642,100,5,236
9653,100,5,236
9663,100,5,237
9673,100,5,237
9683,100,5,238
9693,100,5,237
9704,75,5,236
9714,75,5,236
9724,75,5,237
9734,75,5,237
9744,100,5,237
9756,100,5,237
9766,100,5,238
9779,100,5,238
9791,100,5,239
9807,100,5,240
9817,100,5,239
9828,100,5,240
9838,100,5,240
9848,100,5,241
9858,100,5,241
9869,100,5,242
9879,100,5,242
9889,100,5,242
9899,75,5,240
9909,75,5,241
9919,75,5,241
9929,75,5,242
9940,75,5,241
9950,75,5,242
9960,75,5,242
9970,75,5,243
9981,75,5,243
9991,75,5,244
10001,75,5,244
10011,75,5,245
10021,100,5,244
10031,100,5,245
10042,100,5,245
10052,100,5,246
10062,100,5,246
10072,100,5,247
10082,100,5,248
10093,100,5,247
10103,100,5,246
10113,100,5,246
10123,100,5,247
10133,100,5,247
10144,75,5,247
10154,75,5,247
10165,75,5,248
10175,75,5,248
10191,75,5,249
10201,75,5,249
10211,75,5,250
10221,75,5,249
10232,75,5,250
10242,75,5,250
10252,75,5,251
10262,75,5,251
10272,75,5,252
10282,75,5,252
10292,100,5,252
10303,100,5,250
10313,100,5,251
10323,100,5,251
10333,100,5,252
10343,100,5,251
10353,100,5,252
10364,100,5,252
10374,100,5,253
10384,100,5,253
10394,100,5,254
10404,100,5,254
10414,75,5,254
10425,75,5,254
10435,75,5,255
10445,75,5,255
10455,75,5,256
10465,75,5,256
10475,75,5,257
10486,75,5,257
10496,100,5,255
10506,100,5,255
10516,100,5,256
10526,100,5,256
10536,100,5,257
10547,100,5,256
10557,100,5,257
10567,100,5,257
10577,100,5,258
10587,100,5,258
10598,100,5,259
10608,100,5,259
10618,100,5,259
10628,100,5,259
10638,100,5,260
10648,100,5,260
10659,100,5,261
10669,100,5,261
10679,100,5,262
10689,75,5,261
10699,100,5,260
10709,100,5,260
10719,100,5,261
10730,100,5,261
10740,100,5,261
10750,100,5,261
10760,100,5,262
10770,100,5,262
10780,100,5,263
10791,100,5,263
10801,100,5,264
10811,100,5,264
10821,100,5,264
10831,100,5,264
10841,100,5,265
10852,100,5,265
10862,100,5,266
10872,100,5,266
10882,100,5,267
10892,100,5,266
10902,75,5,265
10913,75,5,265
10923,75,5,266
10933,75,5,266
10943,100,5,266
10953,100,5,266
10964,100,5,267
10974,100,5,268
10984,100,5,268
10994,100,5,269
11004,100,5,269
11014,100,5,269
11025,100,5,269
11035,100,5,270
11045,100,5,270
11055,100,5,271
11065,100,5,271
11075,100,5,272
11086,100,5,272
11096,100,5,270
11106,100,5,270
11116,100,5,271
11127,100,5,271
11137,100,5,272
11147,75,5,271
11157,75,5,272
11167,75,5,272
11177,75,5,273
11188,75,5,273
11198,75,5,274
11208,75,5,274
11218,100,5,274
11228,100,5,274
11238,100,5,275
11249,100,5,275
11259,100,5,276
11269,100,5,276
11279,100,5,277
11289,100,5,276
11299,100,5,275
11309,100,5,275
11320,100,5,276
11330,100,5,276
11340,100,5,276
11350,100,5,276
11360,100,5,277
11370,100,5,277
11380,100,5,278
11391,100,5,278
11401,100,5,279
11411,100,5,279
11421,75,5,279
11431,75,5,279
11441,75,5,280
11453,75,5,280
11464,75,5,281
11474,75,5,281
11484,75,5,282
11494,100,5,281
11504,100,5,280
11515,100,5,280
11525,100,5,281
11535,100,5,281
11545,100,5,281
11555,100,5,281
11565,100,5,282
11576,100,5,282
11586,100,5,283
11596,100,5,283
11606,100,5,284
11616,100,5,283
11626,100,5,284
11637,100,5,285
11647,100,5,285
11657,100,5,286
